deduplication_id,duplicate_record_id,canonical_record_id,match_method,match_key,action,manual_verification_status,notes
D000306,R001547,R000998,normalized_doi,10.1016/j.rser.2021.111530,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000307,R001548,R001529,normalized_doi,10.1109/jproc.2016.2520639,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000308,R001549,R000976,normalized_doi,10.1016/j.scs.2021.103445,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000309,R001550,R000980,normalized_doi,10.2172/1508212,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000310,R001551,R001244,normalized_doi,10.1109/access.2022.3171823,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000311,R001552,R000998,normalized_doi,10.1016/j.rser.2021.111530,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000312,R001553,R000977,normalized_doi,10.2172/1784302,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000313,R001554,R000980,normalized_doi,10.2172/1508212,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000314,R001555,R000978,normalized_doi,10.3390/app11020763,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000315,R001556,R001007,normalized_doi,10.1016/j.scs.2020.102480,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000316,R001557,R000986,normalized_doi,10.2172/1577966,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000317,R001558,R001010,normalized_doi,10.1016/j.egyai.2022.100195,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000318,R001559,R001008,normalized_doi,10.3390/su14053009,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000319,R001560,R001238,normalized_doi,10.3390/en17194794,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000320,R001561,R000993,normalized_doi,10.1109/access.2015.2443119,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000321,R001562,R000976,normalized_doi,10.1016/j.scs.2021.103445,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000322,R001564,R000977,normalized_doi,10.2172/1784302,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000323,R001565,R001224,normalized_doi,10.1016/j.jii.2018.01.005,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000324,R001566,R000980,normalized_doi,10.2172/1508212,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000325,R001567,R000993,normalized_doi,10.1109/access.2015.2443119,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000326,R001568,R000978,normalized_doi,10.3390/app11020763,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000327,R001569,R001008,normalized_doi,10.3390/su14053009,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000328,R001570,R001015,normalized_doi,10.1016/j.buildenv.2015.12.001,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000329,R001571,R000986,normalized_doi,10.2172/1577966,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000330,R001572,R001023,normalized_doi,10.1109/access.2015.2461602,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000331,R001573,R001022,normalized_doi,10.1109/jsac.2022.3156632,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000332,R001574,R001026,normalized_doi,10.1109/ojcoms.2021.3057679,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000333,R001575,R001025,normalized_doi,10.1109/comst.2023.3249835,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000334,R001576,R001030,normalized_doi,10.1109/comst.2017.2705720,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000335,R001577,R001224,normalized_doi,10.1016/j.jii.2018.01.005,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000336,R001579,R001034,normalized_doi,10.1109/jiot.2023.3235618,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000337,R001580,R001028,normalized_doi,10.1007/s11432-020-2955-6,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000338,R001581,R001029,normalized_doi,10.1109/jmw.2020.3035541,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000339,R001582,R001022,normalized_doi,10.1109/jsac.2022.3156632,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000340,R001583,R001026,normalized_doi,10.1109/ojcoms.2021.3057679,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000341,R001584,R001034,normalized_doi,10.1109/jiot.2023.3235618,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000342,R001585,R001035,normalized_doi,10.1109/access.2020.3001277,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000343,R001586,R001390,normalized_doi,10.1109/comst.2020.3028247,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000344,R001587,R001036,normalized_doi,10.1109/jsac.2016.2525418,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000345,R001588,R001039,normalized_doi,10.1109/access.2021.3054833,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000346,R001589,R001037,normalized_doi,10.1109/ojcoms.2023.3257889,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000347,R001591,R001050,normalized_doi,10.1109/comst.2022.3212586,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000348,R001592,R001042,normalized_doi,10.1016/j.rser.2021.111393,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000349,R001593,R001051,normalized_doi,10.1109/access.2021.3135083,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000350,R001594,R001045,normalized_doi,10.1109/tpel.2015.2464277,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000351,R001595,R000992,normalized_doi,10.1016/j.rser.2020.109840,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000352,R001596,R001590,normalized_doi,10.1109/access.2019.2936094,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000353,R001597,R001046,normalized_doi,10.1109/ojcoms.2021.3078081,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000354,R001598,R001050,normalized_doi,10.1109/comst.2022.3212586,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000355,R001599,R001047,normalized_doi,10.1016/j.adapen.2024.100170,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000356,R001600,R001531,normalized_doi,10.1007/s11831-021-09694-4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000357,R001601,R001098,normalized_doi,10.1109/jestpe.2017.2690219,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000358,R001602,R001052,normalized_doi,10.1016/j.dcan.2020.07.003,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000359,R001603,R001053,normalized_doi,10.1016/j.icte.2022.06.006,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000360,R001604,R001055,normalized_doi,10.1002/ett.3627,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000361,R001605,R001054,normalized_doi,10.1109/tpwrs.2022.3173250,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000362,R001606,R001061,normalized_doi,10.1109/access.2024.3444313,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000363,R001608,R001058,normalized_doi,10.3390/electronics11091366,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000364,R001612,R001022,normalized_doi,10.1109/jsac.2022.3156632,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000365,R001613,R001026,normalized_doi,10.1109/ojcoms.2021.3057679,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000366,R001614,R001025,normalized_doi,10.1109/comst.2023.3249835,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000367,R001615,R001224,normalized_doi,10.1016/j.jii.2018.01.005,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000368,R001616,R001028,normalized_doi,10.1007/s11432-020-2955-6,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000369,R001617,R001066,normalized_doi,10.1109/comst.2022.3199901,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000370,R001619,R001067,normalized_doi,10.1109/access.2020.2970118,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000371,R001620,R001035,normalized_doi,10.1109/access.2020.3001277,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000372,R001622,R001024,normalized_doi,10.1016/j.cpc.2021.108171,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000373,R001623,R001522,normalized_doi,10.1109/comst.2015.2444095,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000374,R001624,R001074,normalized_doi,10.1038/s41586-020-2649-2,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000375,R001626,R001074,exact_normalized_title_plus_year,array programming with numpy|2020,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000376,R001628,R001175,normalized_doi,10.1016/j.rser.2015.01.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000377,R001629,R001080,normalized_doi,10.1007/s10586-022-03713-0,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000378,R001630,R000974,normalized_doi,10.1016/j.rser.2016.11.167,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000379,R001632,R001080,normalized_doi,10.1007/s10586-022-03713-0,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000380,R001633,R001084,normalized_doi,10.1109/jproc.2021.3054390,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000381,R001634,R001085,normalized_doi,10.1016/j.rser.2021.111547,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000382,R001635,R001390,normalized_doi,10.1109/comst.2020.3028247,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000383,R001638,R001125,normalized_doi,10.3390/en15020589,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000384,R001639,R001280,normalized_doi,10.1109/access.2023.3267164,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000385,R001640,R001088,normalized_doi,10.1016/j.rser.2023.114019,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000386,R001641,R001175,normalized_doi,10.1016/j.rser.2015.01.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000387,R001642,R001094,normalized_doi,10.1109/tpel.2015.2478859,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000388,R001643,R001045,normalized_doi,10.1109/tpel.2015.2464277,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000389,R001644,R001322,normalized_doi,10.1007/s00170-021-07682-3,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000390,R001646,R001047,normalized_doi,10.1016/j.adapen.2024.100170,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000391,R001647,R001098,normalized_doi,10.1109/jestpe.2017.2690219,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000392,R001648,R001049,normalized_doi,10.1109/access.2021.3099941,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000393,R001649,R001101,normalized_doi,10.1016/j.esr.2023.101127,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000394,R001652,R001054,normalized_doi,10.1109/tpwrs.2022.3173250,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000395,R001653,R001637,normalized_doi,10.1016/j.rser.2021.111180,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000396,R001654,R001088,normalized_doi,10.1016/j.rser.2023.114019,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000397,R001656,R001175,normalized_doi,10.1016/j.rser.2015.01.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000398,R001662,R001080,normalized_doi,10.1007/s10586-022-03713-0,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000399,R001663,R001121,normalized_doi,10.1016/j.jnca.2015.12.016,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000400,R001665,R001657,normalized_doi,10.3390/en12040682,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000401,R001667,R001390,normalized_doi,10.1109/comst.2020.3028247,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000402,R001669,R001650,normalized_doi,10.1016/j.eng.2017.05.015,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000403,R001670,R001116,normalized_doi,10.1109/access.2020.2968586,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000404,R001672,R001122,normalized_doi,10.1021/acs.chemrev.0c00767,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000405,R001673,R001125,normalized_doi,10.3390/en15020589,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000406,R001674,R001123,normalized_doi,10.1038/s41586-019-1682-5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000407,R001675,R001126,normalized_doi,10.3390/smartcities4010022,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000408,R001676,R001124,normalized_doi,10.1016/j.energy.2021.121608,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000409,R001677,R001140,normalized_doi,10.1002/aenm.201900161,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000410,R001678,R001175,normalized_doi,10.1016/j.rser.2015.01.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000411,R001679,R001131,normalized_doi,10.1016/j.est.2022.105241,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000412,R001682,R001122,normalized_doi,10.1021/acs.chemrev.0c00767,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000413,R001683,R001125,normalized_doi,10.3390/en15020589,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000414,R001685,R001123,normalized_doi,10.1038/s41586-019-1682-5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000415,R001686,R001128,normalized_doi,10.1109/tsg.2017.2763683,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000416,R001687,R001124,normalized_doi,10.1016/j.energy.2021.121608,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000417,R001689,R001131,normalized_doi,10.1016/j.est.2022.105241,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000418,R001690,R001137,normalized_doi,10.1109/tsg.2015.2436901,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000419,R001691,R001140,normalized_doi,10.1002/aenm.201900161,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000420,R001692,R001125,normalized_doi,10.3390/en15020589,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000421,R001693,R001126,normalized_doi,10.3390/smartcities4010022,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000422,R001694,R001124,normalized_doi,10.1016/j.energy.2021.121608,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000423,R001695,R001680,normalized_doi,10.1016/j.rser.2021.111060,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000424,R001696,R001131,normalized_doi,10.1016/j.est.2022.105241,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000425,R001698,R001681,normalized_doi,10.1016/j.treng.2021.100057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000426,R001699,R001151,normalized_doi,10.1016/j.est.2022.105579,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000427,R001700,R001128,normalized_doi,10.1109/tsg.2017.2763683,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000428,R001701,R001042,normalized_doi,10.1016/j.rser.2021.111393,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000429,R001702,R001125,normalized_doi,10.3390/en15020589,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000430,R001703,R001131,normalized_doi,10.1016/j.est.2022.105241,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000431,R001704,R001128,normalized_doi,10.1109/tsg.2017.2763683,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000432,R001705,R001155,normalized_doi,10.1016/j.adapen.2021.100077,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000433,R001706,R001156,normalized_doi,10.1109/access.2022.3217525,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000434,R001707,R001157,normalized_doi,10.1016/j.trc.2017.05.006,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000435,R001708,R001159,normalized_doi,10.3390/en15030803,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000436,R001709,R001158,normalized_doi,10.1016/j.tbs.2020.12.008,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000437,R001710,R001607,normalized_doi,10.1016/j.rser.2018.10.014,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000438,R001711,R001175,normalized_doi,10.1016/j.rser.2015.01.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000439,R001712,R001123,normalized_doi,10.1038/s41586-019-1682-5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000440,R001713,R001124,normalized_doi,10.1016/j.energy.2021.121608,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000441,R001714,R001131,normalized_doi,10.1016/j.est.2022.105241,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000442,R001716,R001166,normalized_doi,10.1088/1757-899x/561/1/012103,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000443,R001717,R001168,normalized_doi,10.1088/1748-9326/aa9c6d,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000444,R001719,R001171,normalized_doi,10.1016/j.rser.2022.113052,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000445,R001722,R001523,normalized_doi,10.1016/j.enbuild.2018.08.003,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000446,R001723,R000973,normalized_doi,10.1109/tia.2017.2781639,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000447,R001724,R000974,normalized_doi,10.1016/j.rser.2016.11.167,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000448,R001725,R001529,normalized_doi,10.1109/jproc.2016.2520639,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000449,R001726,R000977,normalized_doi,10.2172/1784302,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000450,R001727,R000972,normalized_doi,10.1016/j.dibe.2020.100037,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000451,R001728,R000975,normalized_doi,10.1109/jsyst.2017.2647759,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000452,R001729,R000979,normalized_doi,10.1016/j.jobe.2020.101692,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000453,R001731,R000980,normalized_doi,10.2172/1508212,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000454,R001732,R000977,normalized_doi,10.2172/1784302,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000455,R001733,R000979,normalized_doi,10.1016/j.jobe.2020.101692,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000456,R001734,R000980,normalized_doi,10.2172/1508212,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000457,R001735,R000986,normalized_doi,10.2172/1577966,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000458,R001736,R000976,normalized_doi,10.1016/j.scs.2021.103445,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000459,R001737,R000987,normalized_doi,10.1177/1475921718804132,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000460,R001738,R000988,normalized_doi,10.1016/j.egypro.2015.07.226,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000461,R001740,R000990,normalized_doi,10.1016/j.buildenv.2016.08.022,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000462,R001741,R001238,normalized_doi,10.3390/en17194794,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000463,R001742,R000992,normalized_doi,10.1016/j.rser.2020.109840,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000464,R001743,R000993,normalized_doi,10.1109/access.2015.2443119,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000465,R001744,R000979,normalized_doi,10.1016/j.jobe.2020.101692,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000466,R001745,R000980,normalized_doi,10.2172/1508212,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000467,R001746,R000997,normalized_doi,10.1109/tsg.2020.3026971,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000468,R001747,R001529,normalized_doi,10.1109/jproc.2016.2520639,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000469,R001748,R000998,normalized_doi,10.1016/j.rser.2021.111530,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000470,R001749,R001000,normalized_doi,10.1016/j.autcon.2022.104174,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000471,R001750,R001344,normalized_doi,10.1016/j.renene.2021.03.008,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000472,R001751,R000978,normalized_doi,10.3390/app11020763,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000473,R001752,R000977,normalized_doi,10.2172/1784302,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000474,R001753,R000980,normalized_doi,10.2172/1508212,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000475,R001754,R000998,normalized_doi,10.1016/j.rser.2021.111530,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
