schema_version,codebook_version,search_record_id,paper_id_candidate,source_database,source_record_id,query_ids,title,publication_year,doi_raw,doi_normalized,stable_url,document_type,corpus_layer,fulltext_access_status,title_abstract_decision,fulltext_decision,exclusion_code,exclusion_note,screen_confidence,screened_by,screened_at_utc
1.0,1.0,R000179,,crossref,10.1109/isgt-asia.2015.7387135,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_resilience_emergency_operation,Optimal electric vehicle scheduling in smart home with V2H/V2G regulation,2015,10.1109/isgt-asia.2015.7387135,10.1109/isgt-asia.2015.7387135,https://doi.org/10.1109/isgt-asia.2015.7387135,proceedings-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X03_no_grid_signal_or_service,"No qualifying grid signal, service or operational objective was identifiable in metadata.",high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000180,,crossref,10.1109/calcon49167.2020.9106552,QFIELD_EV_demand_response_peak_management|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_resilience_emergency_operation,Charging Scheduling of Electric Vehicles (EV) in Probabilistic Scenario considering Grid-to-Vehicle (G2V) and Vehicle-to-Grid (V2G),2020,10.1109/calcon49167.2020.9106552,10.1109/calcon49167.2020.9106552,https://doi.org/10.1109/calcon49167.2020.9106552,proceedings-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000181,,crossref,10.2139/ssrn.5045982,QFIELD_EV_demand_response_peak_management|QPR_EV_demand_response_peak_management|QSA_EV_demand_response_peak_management,A Novel Optimal Charging Strategy of Aggregated Electric Vehicle Aggregators for Peak Load Shaving Service with Seasonal Load Variance in Smart Grids,2024,10.2139/ssrn.5045982,10.2139/ssrn.5045982,https://doi.org/10.2139/ssrn.5045982,posted-content,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000182,,crossref,10.3390/wevj14060152,QFIELD_EV_frequency_response_regulation|QPAIR_BS_EV_frequency_response_regulation|QPR_EV_frequency_response_regulation|QSA_EV_frequency_response_regulation,Optimal Electric Vehicle Fleet Charging Management with a Frequency Regulation Service,2023,10.3390/wevj14060152,10.3390/wevj14060152,https://doi.org/10.3390/wevj14060152,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000183,,crossref,10.1016/j.energy.2021.121608,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration|QSA_EV_resilience_emergency_operation,Combined vehicle to building (V2B) and vehicle to home (V2H) strategy to increase electric vehicle market share,2021,10.1016/j.energy.2021.121608,10.1016/j.energy.2021.121608,https://doi.org/10.1016/j.energy.2021.121608,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R001124.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000184,,crossref,10.1049/pbtr016e_ch4,QFIELD_EV_frequency_response_regulation|QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_renewable_energy_integration|QPAIR_BS_EV_resilience_emergency_operation|QPAIR_DC_EV_frequency_response_regulation|QPAIR_EV_BLDG_frequency_response_regulation|QPR_EV_frequency_response_regulation|QPR_EV_resilience_emergency_operation|QSA_EV_frequency_response_regulation|QSA_EV_resilience_emergency_operation,Multi-criteria optimization of electric vehicle fleet charging and discharging schedule for secondary frequency control,2019,10.1049/pbtr016e_ch4,10.1049/pbtr016e_ch4,https://doi.org/10.1049/pbtr016e_ch4,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000185,,crossref,10.1109/isgt-asia.2015.7387135,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_resilience_emergency_operation,Optimal electric vehicle scheduling in smart home with V2H/V2G regulation,2015,10.1109/isgt-asia.2015.7387135,10.1109/isgt-asia.2015.7387135,https://doi.org/10.1109/isgt-asia.2015.7387135,proceedings-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000179.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000186,,crossref,10.3390/wevj14120339,QFIELD_EV_frequency_response_regulation,Incremental Profitability Evaluation of Vehicle-to-Grid-Enabled Automated Frequency Restoration Reserve Services for Semi-Public Charging Infrastructure: A Case Study in Belgium,2023,10.3390/wevj14120339,10.3390/wevj14120339,https://doi.org/10.3390/wevj14120339,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000187,,crossref,10.3390/wevj14010018,QFIELD_EV_frequency_response_regulation|QPR_EV_frequency_response_regulation|QSA_EV_frequency_response_regulation,Profitability Evaluation of Vehicle-to-Grid-Enabled Frequency Containment Reserve Services into the Business Models of the Core Participants of Electric Vehicle Charging Business Ecosystem,2023,10.3390/wevj14010018,10.3390/wevj14010018,https://doi.org/10.3390/wevj14010018,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000188,,crossref,10.3390/wevj11010014,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QPAIR_DC_EV_demand_response_peak_management|QPAIR_DC_EV_frequency_response_regulation|QPR_EV_demand_response_peak_management|QSA_EV_demand_response_peak_management,"V2B/V2G on Energy Cost and Battery Degradation under Different Driving Scenarios, Peak Shaving, and Frequency Regulations",2020,10.3390/wevj11010014,10.3390/wevj11010014,https://doi.org/10.3390/wevj11010014,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R001427.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000189,,crossref,10.1109/isgteurope56780.2023.10408178,QFIELD_EV_frequency_response_regulation|QPAIR_BS_EV_frequency_response_regulation|QPR_EV_frequency_response_regulation|QSA_EV_frequency_response_regulation,Design of Adaptive Control Scheme for Provision of Frequency Regulation Service from Electric Vehicle Fleet,2023,10.1109/isgteurope56780.2023.10408178,10.1109/isgteurope56780.2023.10408178,https://doi.org/10.1109/isgteurope56780.2023.10408178,proceedings-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000190,,crossref,10.1038/s41598-025-32156-x,QFIELD_EV_frequency_response_regulation,Quantum-driven frequency stability in Indian prospect smart grid with electric vehicle charging station integration and real-time hardware validation,2026,10.1038/s41598-025-32156-x,10.1038/s41598-025-32156-x,https://doi.org/10.1038/s41598-025-32156-x,journal-article,discovery_metadata,oa_location_identified_not_retrieved,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000191,,crossref,10.1109/sgai64825.2025.11009806,QFIELD_EV_frequency_response_regulation|QPR_EV_frequency_response_regulation|QSA_EV_frequency_response_regulation,Optimal Operation Strategy of Electric Vehicle Battery Charging and Swapping Stations for Frequency Response Service,2025,10.1109/sgai64825.2025.11009806,10.1109/sgai64825.2025.11009806,https://doi.org/10.1109/sgai64825.2025.11009806,proceedings-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000192,,crossref,10.1109/pesgre45664.2020.9070489,QFIELD_EV_demand_response_peak_management|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_renewable_energy_integration|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration|QSA_EV_resilience_emergency_operation,Charging Scheduling of Electric Vehicle incorporating Grid-to-Vehicle (G2V) and Vehicle-to-Grid (V2G) technology in Smart-Grid,2020,10.1109/pesgre45664.2020.9070489,10.1109/pesgre45664.2020.9070489,https://doi.org/10.1109/pesgre45664.2020.9070489,proceedings-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000178.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000193,,crossref,10.1016/j.energy.2021.121608,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration|QSA_EV_resilience_emergency_operation,Combined vehicle to building (V2B) and vehicle to home (V2H) strategy to increase electric vehicle market share,2021,10.1016/j.energy.2021.121608,10.1016/j.energy.2021.121608,https://doi.org/10.1016/j.energy.2021.121608,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R001124.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000194,,crossref,10.1109/calcon49167.2020.9106552,QFIELD_EV_demand_response_peak_management|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_resilience_emergency_operation,Charging Scheduling of Electric Vehicles (EV) in Probabilistic Scenario considering Grid-to-Vehicle (G2V) and Vehicle-to-Grid (V2G),2020,10.1109/calcon49167.2020.9106552,10.1109/calcon49167.2020.9106552,https://doi.org/10.1109/calcon49167.2020.9106552,proceedings-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000180.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000195,,crossref,10.1007/978-981-10-4250-8_6,QFIELD_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_renewable_energy_integration|QPAIR_BS_EV_resilience_emergency_operation|QPAIR_DC_EV_local_energy_sharing_distribution_support|QPR_EV_local_energy_sharing_distribution_support|QSA_EV_local_energy_sharing_distribution_support,Massive Electric Vehicle Charging Involving Renewable Energy,2018,10.1007/978-981-10-4250-8_6,10.1007/978-981-10-4250-8_6,https://doi.org/10.1007/978-981-10-4250-8_6,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000196,,crossref,10.1109/isgt-asia.2015.7387135,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_resilience_emergency_operation,Optimal electric vehicle scheduling in smart home with V2H/V2G regulation,2015,10.1109/isgt-asia.2015.7387135,10.1109/isgt-asia.2015.7387135,https://doi.org/10.1109/isgt-asia.2015.7387135,proceedings-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000179.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000197,,crossref,10.1016/j.enconman.2016.12.045,QFIELD_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPR_EV_local_energy_sharing_distribution_support|QSA_EV_local_energy_sharing_distribution_support,Novel wind powered electric vehicle charging station with vehicle-to-grid (V2G) connection capability,2017,10.1016/j.enconman.2016.12.045,10.1016/j.enconman.2016.12.045,https://doi.org/10.1016/j.enconman.2016.12.045,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000198,,crossref,10.1049/pbpo079e_ch2,QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration,Impact of EV and V2G on the Smart Grid and Renewable Energy Systems,2015,10.1049/pbpo079e_ch2,10.1049/pbpo079e_ch2,https://doi.org/10.1049/pbpo079e_ch2,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000199,,crossref,10.3390/wevj17050252,QFIELD_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_resilience_emergency_operation,Reactive–Active Power Coordination Control of Grid-Forming V2G Charging Stations for Distribution Network Voltage Regulation,2026,10.3390/wevj17050252,10.3390/wevj17050252,https://doi.org/10.3390/wevj17050252,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000200,,crossref,10.1109/tpec.2019.8662152,QFIELD_EV_local_energy_sharing_distribution_support|QPR_EV_local_energy_sharing_distribution_support|QSA_EV_local_energy_sharing_distribution_support,Smart Grid Congestion Caused by Plug-in Electric Vehicle Charging,2019,10.1109/tpec.2019.8662152,10.1109/tpec.2019.8662152,https://doi.org/10.1109/tpec.2019.8662152,proceedings-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000201,,crossref,10.1007/978-981-15-2639-8_7,QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_resilience_emergency_operation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_resilience_emergency_operation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_resilience_emergency_operation,Efficient Vehicle-to-Grid (V2G) Coordination in Smart Grid Under Auction Games,2020,10.1007/978-981-15-2639-8_7,10.1007/978-981-15-2639-8_7,https://doi.org/10.1007/978-981-15-2639-8_7,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000202,,crossref,10.1016/j.energy.2021.121608,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration|QSA_EV_resilience_emergency_operation,Combined vehicle to building (V2B) and vehicle to home (V2H) strategy to increase electric vehicle market share,2021,10.1016/j.energy.2021.121608,10.1016/j.energy.2021.121608,https://doi.org/10.1016/j.energy.2021.121608,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R001124.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000203,,crossref,10.1109/pesgre45664.2020.9070489,QFIELD_EV_demand_response_peak_management|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_renewable_energy_integration|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration|QSA_EV_resilience_emergency_operation,Charging Scheduling of Electric Vehicle incorporating Grid-to-Vehicle (G2V) and Vehicle-to-Grid (V2G) technology in Smart-Grid,2020,10.1109/pesgre45664.2020.9070489,10.1109/pesgre45664.2020.9070489,https://doi.org/10.1109/pesgre45664.2020.9070489,proceedings-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000178.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000204,,crossref,10.1049/pbpo079e_ch2,QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration,Impact of EV and V2G on the Smart Grid and Renewable Energy Systems,2015,10.1049/pbpo079e_ch2,10.1049/pbpo079e_ch2,https://doi.org/10.1049/pbpo079e_ch2,book-chapter,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R000198.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000205,,crossref,10.1109/icrera.2018.8567002,QFIELD_EV_renewable_energy_integration|QMA_demand_response_peak_management|QMA_frequency_response_regulation|QMA_local_energy_sharing_distribution_support|QMA_renewable_energy_integration|QMA_resilience_emergency_operation|QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration,Multiobjective optimization of Grid- Photovoltaic- Electric Vehicle Hybrid system in Smart Building with Vehicle-to-Grid (V2G) concept,2018,10.1109/icrera.2018.8567002,10.1109/icrera.2018.8567002,https://doi.org/10.1109/icrera.2018.8567002,proceedings-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000206,,crossref,10.1016/j.renene.2024.120760,QFIELD_EV_renewable_energy_integration|QPAIR_BS_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,"Integrated optimization of charging infrastructure, fleet size and vehicle operation in shared autonomous electric vehicle system considering vehicle-to-grid",2024,10.1016/j.renene.2024.120760,10.1016/j.renene.2024.120760,https://doi.org/10.1016/j.renene.2024.120760,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000207,,crossref,10.1016/j.renene.2025.124769,QFIELD_EV_renewable_energy_integration|QPAIR_BS_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,Artificial intelligence-based adaptive control for vehicle-to-grid and grid-to-vehicle operations in electric vehicle charging stations,2026,10.1016/j.renene.2025.124769,10.1016/j.renene.2025.124769,https://doi.org/10.1016/j.renene.2025.124769,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000208,,crossref,10.1016/j.renene.2024.121511,QFIELD_EV_renewable_energy_integration,Unveiling electric vehicle (EV) charging patterns and their transformative role in electricity balancing and delivery: Insights from real-world data in Sweden,2024,10.1016/j.renene.2024.121511,10.1016/j.renene.2024.121511,https://doi.org/10.1016/j.renene.2024.121511,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X03_no_grid_signal_or_service,"No qualifying grid signal, service or operational objective was identifiable in metadata.",high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000209,,crossref,10.1016/j.renene.2020.07.017,QFIELD_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,Scheduling electric vehicle charging to minimise carbon emissions and wind curtailment,2020,10.1016/j.renene.2020.07.017,10.1016/j.renene.2020.07.017,https://doi.org/10.1016/j.renene.2020.07.017,journal-article,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000210,,crossref,10.1201/9781003585534-12,QFIELD_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,Comparative Analysis of AC and DC Electric Vehicle Charging Systems with Renewable Energy Integration,2026,10.1201/9781003585534-12,10.1201/9781003585534-12,https://doi.org/10.1201/9781003585534-12,book-chapter,discovery_metadata,fulltext_not_obtained,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000211,,crossref,10.1007/s12667-022-00548-x,QFIELD_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,A smart algorithm to optimally manage the charging strategy of the Home to Vehicle (H2V) and Vehicle to Home (V2H) technologies in an off-grid home powered by renewable sources,2024,10.1007/s12667-022-00548-x,10.1007/s12667-022-00548-x,https://doi.org/10.1007/s12667-022-00548-x,journal-article,discovery_metadata,oa_location_identified_not_retrieved,include,exclude,X10_fulltext_unavailable_for_required_verification,Potentially eligible metadata record; full text was not verified in this bounded run.,low,codex_metadata_rules_v1,2026-08-31T14:36:16Z
1.0,1.0,R000212,,crossref,10.1016/j.energy.2021.121608,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration|QSA_EV_resilience_emergency_operation,Combined vehicle to building (V2B) and vehicle to home (V2H) strategy to increase electric vehicle market share,2021,10.1016/j.energy.2021.121608,10.1016/j.energy.2021.121608,https://doi.org/10.1016/j.energy.2021.121608,journal-article,discovery_metadata,fulltext_not_obtained,exclude,exclude,X07_duplicate_version,Duplicate search record linked to canonical R001124.,high,codex_metadata_rules_v1,2026-08-31T14:36:16Z
